Year,State_FIPS,County_FIPS,Region,Division,County_name,new_1_units,new_2_units,new_3to4_units,new_5_units,total_new_units
2005,20,15,Midwest,West North Central,Butler County                 ,294,2,0,0,296
2005,20,17,Midwest,West North Central,Chase County                  ,0,0,0,0,0
2005,20,19,Midwest,West North Central,Chautauqua County             ,1,0,0,0,1
2005,20,21,Midwest,West North Central,Cherokee County               ,8,0,0,11,19
2005,20,23,Midwest,West North Central,Cheyenne County               ,0,0,0,0,0
2005,20,25,Midwest,West North Central,Clark County                  ,1,0,0,0,1
2005,20,27,Midwest,West North Central,Clay County                   ,24,2,3,0,29
2005,20,29,Midwest,West North Central,Cloud County                  ,0,0,0,0,0
2005,20,31,Midwest,West North Central,Coffey County                 ,23,0,0,0,23
2005,20,33,Midwest,West North Central,Comanche County               ,0,0,0,0,0
2005,20,35,Midwest,West North Central,Cowley County                 ,79,0,0,0,79
2005,20,37,Midwest,West North Central,Crawford County               ,119,14,0,8,141
2005,20,39,Midwest,West North Central,Decatur County                ,0,0,0,0,0
2005,20,41,Midwest,West North Central,Dickinson County              ,58,0,0,0,58
2005,20,43,Midwest,West North Central,Doniphan County               ,15,0,0,0,15
2005,20,45,Midwest,West North Central,Douglas County                ,508,62,23,104,697
2005,20,47,Midwest,West North Central,Edwards County                ,0,0,0,0,0
2005,20,51,Midwest,West North Central,Ellis County                  ,47,8,0,0,55
2005,20,53,Midwest,West North Central,Ellsworth County              ,4,0,0,0,4
2005,20,55,Midwest,West North Central,Finney County                 ,13,0,0,0,13
2005,20,57,Midwest,West North Central,Ford County                   ,26,4,0,0,30
2005,20,59,Midwest,West North Central,Franklin County               ,155,6,12,48,221
2005,20,61,Midwest,West North Central,Geary County                  ,61,0,0,0,61
2005,20,63,Midwest,West North Central,Gove County                   ,0,0,0,0,0
2005,20,65,Midwest,West North Central,Graham County                 ,0,0,0,10,10
2005,20,67,Midwest,West North Central,Grant County                  ,2,0,0,0,2
2005,20,69,Midwest,West North Central,Gray County                   ,7,0,0,0,7
2005,20,71,Midwest,West North Central,Greeley County                ,0,0,0,0,0
2005,20,73,Midwest,West North Central,Greenwood County              ,1,0,0,0,1
2005,20,75,Midwest,West North Central,Hamilton County               ,1,0,0,0,1
2005,20,77,Midwest,West North Central,Harper County                 ,10,0,0,0,10
2005,20,79,Midwest,West North Central,Harvey County                 ,121,12,0,0,133
2005,20,81,Midwest,West North Central,Haskell County                ,0,0,0,0,0
2005,20,85,Midwest,West North Central,Jackson County                ,66,6,0,0,72
2005,20,87,Midwest,West North Central,Jefferson County              ,128,4,0,0,132
2005,20,89,Midwest,West North Central,Jewell County                 ,1,0,0,0,1
2005,20,91,Midwest,West North Central,Johnson County                ,3358,54,246,798,4456
2005,20,93,Midwest,West North Central,Kearny County                 ,4,0,0,0,4
2005,20,95,Midwest,West North Central,Kingman County                ,1,0,0,0,1
2005,20,97,Midwest,West North Central,Kiowa County                  ,0,0,0,0,0
2005,20,99,Midwest,West North Central,Labette County                ,22,0,0,0,22
2005,20,101,Midwest,West North Central,Lane County                   ,1,0,0,0,1
2005,20,103,Midwest,West North Central,Leavenworth County            ,669,6,0,0,675
2005,20,105,Midwest,West North Central,Lincoln County                ,0,0,0,0,0
2005,20,107,Midwest,West North Central,Linn County                   ,60,0,0,0,60
2005,20,109,Midwest,West North Central,Logan County                  ,2,0,0,0,2
2005,20,111,Midwest,West North Central,Lyon County                   ,90,4,32,46,172
2005,20,113,Midwest,West North Central,McPherson County              ,116,12,3,0,131
2005,20,115,Midwest,West North Central,Marion County                 ,50,0,0,0,50
2005,20,117,Midwest,West North Central,Marshall County               ,9,0,0,0,9
2005,20,119,Midwest,West North Central,Meade County                  ,2,0,0,0,2
2005,20,121,Midwest,West North Central,Miami County                  ,252,0,0,0,252
2005,20,123,Midwest,West North Central,Mitchell County               ,2,0,0,0,2
2005,20,125,Midwest,West North Central,Montgomery County             ,11,0,3,0,14
2005,20,127,Midwest,West North Central,Morris County                 ,10,0,0,0,10
2005,20,129,Midwest,West North Central,Morton County                 ,1,0,0,0,1
2005,20,131,Midwest,West North Central,Nemaha County                 ,23,2,0,0,25
2005,20,133,Midwest,West North Central,Neosho County                 ,12,0,0,0,12
2005,20,135,Midwest,West North Central,Ness County                   ,1,0,0,0,1
2005,20,137,Midwest,West North Central,Norton County                 ,0,0,0,0,0
2005,20,139,Midwest,West North Central,Osage County                  ,59,0,0,0,59
2005,20,141,Midwest,West North Central,Osborne County                ,0,0,0,0,0
2005,20,143,Midwest,West North Central,Ottawa County                 ,18,0,0,0,18
2005,20,145,Midwest,West North Central,Pawnee County                 ,6,0,0,0,6
2005,20,147,Midwest,West North Central,Phillips County               ,0,0,0,0,0
2005,20,149,Midwest,West North Central,Pottawatomie County           ,237,16,3,10,266
2005,20,151,Midwest,West North Central,Pratt County                  ,4,0,0,0,4
2005,20,153,Midwest,West North Central,Rawlins County                ,0,0,0,0,0
2005,20,155,Midwest,West North Central,Reno County                   ,139,0,0,48,187
2005,20,157,Midwest,West North Central,Republic County               ,21,0,0,18,39
2005,20,159,Midwest,West North Central,Rice County                   ,8,0,0,0,8
2005,20,161,Midwest,West North Central,Riley County                  ,287,22,0,98,407
2005,20,163,Midwest,West North Central,Rooks County                  ,2,0,0,0,2
2005,20,165,Midwest,West North Central,Rush County                   ,1,0,0,0,1
2005,20,167,Midwest,West North Central,Russell County                ,11,0,0,0,11
2005,20,169,Midwest,West North Central,Saline County                 ,119,6,0,48,173
2005,20,171,Midwest,West North Central,Scott County                  ,1,0,0,0,1
2005,20,173,Midwest,West North Central,Sedgwick County               ,2502,222,98,48,2870
2005,20,175,Midwest,West North Central,Seward County                 ,33,0,0,0,33
2005,20,177,Midwest,West North Central,Shawnee County                ,846,0,30,21,897
2005,20,181,Midwest,West North Central,Sherman County                ,2,0,0,0,2
2005,20,183,Midwest,West North Central,Smith County                  ,0,0,0,0,0
2005,20,185,Midwest,West North Central,Stafford County               ,0,0,0,0,0
2005,20,187,Midwest,West North Central,Stanton County                ,1,0,0,0,1
2005,20,189,Midwest,West North Central,Stevens County                ,0,0,0,0,0
2005,20,191,Midwest,West North Central,Sumner County                 ,45,2,3,0,50
2005,20,193,Midwest,West North Central,Thomas County                 ,3,0,0,0,3
2005,20,195,Midwest,West North Central,Trego County                  ,1,0,0,0,1
2005,20,197,Midwest,West North Central,Wabaunsee County              ,31,0,0,0,31
2005,20,199,Midwest,West North Central,Wallace County                ,0,0,0,0,0
2005,20,201,Midwest,West North Central,Washington County             ,0,0,0,0,0
2005,20,203,Midwest,West North Central,Wichita County                ,0,0,0,0,0
2005,20,205,Midwest,West North Central,Wilson County                 ,3,0,0,0,3
2005,20,207,Midwest,West North Central,Woodson County                ,8,0,0,0,8
2005,20,209,Midwest,West North Central,Wyandotte County              ,635,16,0,162,813
2005,21,1,South,East South Central,Adair County                  ,0,0,0,0,0
2005,21,5,South,East South Central,Anderson County               ,218,2,0,0,220
2005,21,9,South,East South Central,Barren County                 ,352,0,4,0,356
2005,21,11,South,East South Central,Bath County                   ,11,0,0,0,11
2005,21,13,South,East South Central,Bell County                   ,54,0,0,0,54
2005,21,15,South,East South Central,Boone County                  ,1346,24,0,184,1554
2005,21,17,South,East South Central,Bourbon County                ,99,0,0,0,99
2005,21,19,South,East South Central,Boyd County                   ,9,0,0,216,225
2005,21,21,South,East South Central,Boyle County                  ,99,18,11,0,128
2005,21,25,South,East South Central,Breathitt County              ,2,0,0,0,2
2005,21,27,South,East South Central,Breckinridge County           ,18,0,0,24,42
2005,21,29,South,East South Central,Bullitt County                ,719,2,16,51,788
2005,21,31,South,East South Central,Butler County                 ,0,0,0,0,0
2005,21,33,South,East South Central,Caldwell County               ,8,0,0,0,8
2005,21,35,South,East South Central,Calloway County               ,36,20,12,53,121
2005,21,37,South,East South Central,Campbell County               ,204,0,16,97,317
2005,21,41,South,East South Central,Carroll County                ,4,0,0,0,4
2005,21,43,South,East South Central,Carter County                 ,4,0,0,0,4
2005,21,45,South,East South Central,Casey County                  ,2,0,0,0,2
2005,21,47,South,East South Central,Christian County              ,99,4,0,0,103
2005,21,49,South,East South Central,Clark County                  ,265,0,0,0,265
2005,21,51,South,East South Central,Clay County                   ,0,0,0,0,0
2005,21,53,South,East South Central,Clinton County                ,0,0,25,0,25
2005,21,55,South,East South Central,Crittenden County             ,0,0,0,0,0
2005,21,57,South,East South Central,Cumberland County             ,1,2,0,0,3
2005,21,59,South,East South Central,Daviess County                ,398,6,20,20,444
2005,21,65,South,East South Central,Estill County                 ,4,0,0,0,4
2005,21,67,South,East South Central,Fayette County                ,2399,8,32,324,2763
2005,21,69,South,East South Central,Fleming County                ,3,0,0,0,3
2005,21,71,South,East South Central,Floyd County                  ,10,0,4,0,14
2005,21,73,South,East South Central,Franklin County               ,215,6,10,54,285
2005,21,75,South,East South Central,Fulton County                 ,8,0,0,0,8
2005,21,77,South,East South Central,Gallatin County               ,35,0,0,0,35
2005,21,79,South,East South Central,Garrard County                ,15,0,0,0,15
2005,21,81,South,East South Central,Grant County                  ,148,4,0,5,157
2005,21,83,South,East South Central,Graves County                 ,19,0,0,0,19
2005,21,85,South,East South Central,Grayson County                ,0,0,3,0,3
2005,21,87,South,East South Central,Green County                  ,0,0,0,0,0
2005,21,89,South,East South Central,Greenup County                ,47,4,0,0,51
2005,21,91,South,East South Central,Hancock County                ,9,2,0,0,11
2005,21,93,South,East South Central,Hardin County                 ,902,24,208,87,1221
2005,21,95,South,East South Central,Harlan County                 ,0,0,0,0,0
2005,21,97,South,East South Central,Harrison County               ,82,2,0,0,84
2005,21,99,South,East South Central,Hart County                   ,52,0,0,0,52
2005,21,101,South,East South Central,Henderson County              ,103,10,13,48,174
2005,21,103,South,East South Central,Henry County                  ,86,0,0,0,86
2005,21,107,South,East South Central,Hopkins County                ,159,10,0,0,169
2005,21,109,South,East South Central,Jackson County                ,0,0,0,0,0
2005,21,111,South,East South Central,Jefferson County              ,2041,0,3,356,2400
2005,21,113,South,East South Central,Jessamine County              ,636,4,0,0,640
2005,21,115,South,East South Central,Johnson County                ,3,0,0,0,3
2005,21,117,South,East South Central,Kenton County                 ,1126,4,10,165,1305
2005,21,121,South,East South Central,Knox County                   ,13,0,0,0,13
2005,21,123,South,East South Central,Larue County                  ,94,10,0,0,104
2005,21,125,South,East South Central,Laurel County                 ,11,2,10,0,23
2005,21,133,South,East South Central,Letcher County                ,0,0,0,0,0
2005,21,137,South,East South Central,Lincoln County                ,151,8,0,0,159
2005,21,141,South,East South Central,Logan County                  ,20,14,3,0,37
2005,21,143,South,East South Central,Lyon County                   ,12,0,0,0,12
2005,21,145,South,East South Central,McCracken County              ,296,10,24,0,330
2005,21,147,South,East South Central,McCreary County               ,0,0,0,0,0
2005,21,149,South,East South Central,McLean County                 ,2,0,0,0,2
2005,21,151,South,East South Central,Madison County                ,406,48,49,59,562
2005,21,155,South,East South Central,Marion County                 ,2,4,0,0,6
2005,21,157,South,East South Central,Marshall County               ,32,0,0,15,47
2005,21,161,South,East South Central,Mason County                  ,0,0,0,0,0
2005,21,163,South,East South Central,Meade County                  ,151,12,0,8,171
2005,21,167,South,East South Central,Mercer County                 ,123,6,4,0,133
